"","event_name","primary_act_name","secondary_act_name","major_cat_name","minor_cat_name","la_event_type_cat","event_disp_name","ticket_text","tickets_purchased_qty","trans_face_val_amt","delivery_type_cd","event_dt","event_time","presale_dt","onsale_dt","ord_create_dt","ord_create_time","sales_ord_tran_dt","print_dt","timezn_nm","venue_city_state","venue_postal_cd_sgmt_1","sales_platform_cd","print_flg","la_valid_tkt_event_flg","fin_mkt_nm"
"50","1 Day Gorge Camping Pass For Jack Johnson Aug 22","Gorge Camping","Jack Johnson","MISC","CAMPING","INVALID","1 Day Gorge Camping Pass For Jack Johnson Aug 22","%OVERNIGHT C A M P I N G%* 1 DAY PASS *%GORGE CAMPGROUND%* GOOD THIS DATE ONLY *%FRI AUG 22, 2008",1,40,"TicketFast",2008-08-23,"02:00:00",NA,2008-03-15,2008-04-28,"00:00:00",2008-04-28,2008-06-05,"PST","QUINCY, WASHINGTON","98848","NULL","T ","N ","Seattle"
"51","My Morning Jacket","My Morning Jacket","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","My Morning Jacket","   LIVE NATION PRESENTS       MY MORNING JACKET      WWW.MYMORNINGJACKET.COM         THE MASONIC        1111 CALIFORNIA ST - S.F.  SAT OCT 17 2015 8:00 PM  ",1,46,"Mail",2015-10-18,"03:00:00",2015-05-08,2015-05-09,2015-05-08,"17:02:03",2015-05-08,2015-05-13,"PST","SAN FRANCISCO, CALIFORNIA","94108","iphone2.livenation.us","T ","Y ","N. California"
"52","Fall Out Boy - wintour is coming","Fall Out Boy","AWOLNATION","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Fall Out Boy - wintour is coming","   LIVE NATION PRESENTS          FALL OUT BOY           WINTOUR IS COMING           UNITED CENTER         1901 W MADISON/CHICAGO    SAT MAR 12 2016 7:00PM  ",2,110,"eTicket",2016-03-13,"01:00:00",2015-10-14,2015-10-16,2015-10-16,"15:17:30",2015-10-16,2016-01-04,"CST","CHICAGO, ILLINOIS","60612","www.ticketmaster.com","T ","Y ","Chicago"
"53","Premier Parking: Lynyrd Skynyrd/3 Doors Down","First Niagara Pavilion VIP Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Lynyrd Skynyrd/3 Doors Down","USE 2ND LANE FROM FAR LEFT%LYNYRD SKYNYRD/3DOORSDOWN%PREMIER PARKING*14-JUL-06%RIGHT OF PEDESTRIAN WLKWAY%POST-GAZETTE PAVILION%NOT RESP FOR ANY LOSSES",1,22,"TicketFast",2006-07-14,"23:00:00",NA,2006-04-07,2006-04-07,"00:00:00",2006-04-07,2006-07-08,"EST","BURGETTSTOWN, PENNSYLVANIA","15021","NULL","T ","N ","Pittsburgh"
"54","Maroon 5","Maroon 5","Tove Lo","CONCERTS","ROCK/POP","CONCERTS","Maroon 5","   LIVE NATION PRESENTS            MAROON 5              WWW.MAROON5.COM             AMWAY CENTER                                   FRI SEP 09 2016 7:30PM  ",2,247,"eTicket",2016-09-09,"23:30:00",2015-11-06,2015-11-14,2015-11-14,"15:21:39",2015-11-14,2016-01-30,"EST","ORLANDO, FLORIDA","32801","www.ticketmaster.com","T ","Y ","Orlando"
"55","Premier Parking: Rage Against The Machine","Alpine Valley Music Theatre Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Rage Against The Machine","VOID IF LOST OR STOLEN%ALPINE VALLEY%GOOD FOR ONE CAR ONLY%VALID ONLY ON AUG 24 07%MUST HAVE THIS TIKT/TAX P%FRI AUG 24 2007  7:00PM",1,20,"Mail",2007-08-25,"00:00:00",NA,2007-06-16,2007-06-16,"00:00:00",2007-06-16,2007-06-20,"CST","ELKHORN, WISCONSIN","53121","NULL","T ","N ","Wisconsin"
"56","Miranda Lambert: Keeper Of The Flame Tour","Miranda Lambert","Kip Moore","CONCERTS","COUNTRY","CONCERTS","Miranda Lambert: Keeper Of The Flame Tour","    MIRANDALAMBERT.COM         MIRANDA LAMBERT      KIP MOORE/BROTHERS OSBORNE KEEPER OF THE FLAME TOUR    KLIPSCH MUSIC CENTER    SAT MAY 14 2016 7:30 PM  ",4,79,"eTicket",2016-05-14,"23:30:00",2016-02-23,2016-02-26,2016-02-27,"23:18:32",2016-02-27,NA,"CST","NOBLESVILLE, INDIANA","46060","www.concerts.livenation.com","F ","Y ","Indiana-Ohio"
"57","Kube 93 summer jam","Kube Summer Jam","T.I.","CONCERTS","ROCK/POP","CONCERTS","Kube 93 summer jam","  SKY MOVEMENT PRESENTS       KUBE 93 SUMMER JAM          WWW.KUBE93.COM       WHITE RIVER AMPHITHEATRE      *RAIN OR SHINE*      SAT JUN 20 2015 DRS 1200PM",1,2.33,"eTicket",2015-06-20,"19:00:00",NA,2015-04-11,2015-05-05,"03:09:08",2015-05-04,2015-06-20,"PST","AUBURN, WASHINGTON","98092","mobile.livenation.us","T ","Y ","Seattle"
"58","Hyundai Pavilion Premier Parking: Rascal Flatts","Glen Helen L.A. Premier Parking","NULL","MISC","PARKING","PARKING","Hyundai Pavilion Premier Parking: Rascal Flatts","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%HYUNDAI PAVILION%SAT SEP 15 2007 8:00 PM",1,20,"Mail",2007-09-16,"03:00:00",NA,2007-08-04,2007-08-16,"00:00:00",2007-08-16,2007-08-20,"PST","SAN BERNARDINO, CALIFORNIA","92407","NULL","T ","N ","Los Angeles"
"59","Beyonce - the formation world tour","Beyoncé","NULL","CONCERTS","R & B","CONCERTS","Beyonce - the formation world tour","   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR         CITI FIELD              RAIN OR SHINE         WED JUN 08 2016 6:00PM  ",8,1440,"TicketFast",2016-06-08,"22:00:00",2016-02-10,2016-02-16,2016-02-12,"19:21:46",2016-02-12,2016-02-15,"EST","FLUSHING, NEW YORK","11368","android.ticketmaster.us","T ","Y ","New York"
"60","Radiohead Premier Parking","Hertz Premier Parking","NULL","MISC","PARKING","PARKING","Radiohead Premier Parking","* *THIS IS NOT A TICKET* *        RADIOHEAD              PREMIER PARKING         BLOSSOM MUSIC CENTER     * * *RECEIPT ONLY* * *   WED JUN 06 2012 7:30 PM  ",1,15,"Mail",2012-06-06,"23:30:00",NA,2012-03-10,2012-03-10,"20:40:23",2012-03-10,2012-04-04,"CST","CUYAHOGA FALLS, OHIO","44223","NULL","T ","N ","Cleveland"
"61","Beyonce - the formation world tour","Beyoncé","NULL","CONCERTS","R & B","CONCERTS","Beyonce - the formation world tour","   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR         CITI FIELD              RAIN OR SHINE         TUE JUN 07 2016 6:00PM  ",1,180,"TicketFast",2016-06-07,"22:00:00",2016-02-09,2016-02-16,2016-02-09,"15:12:42",2016-02-09,NA,"EST","FLUSHING, NEW YORK","11368","iphone.ticketmaster.us","F ","Y ","New York"
"62","Vip Parking: Brad Paisley","Smirnoff Music Centre Premium Parking","NULL","MISC","PARKING","PARKING","Vip Parking: Brad Paisley","SUPERPAGES.COM CENTER%P A R K I N G   O N L Y%WWW.LIVENATION.COM%NOT VALID FOR EVENT ADMISS%* * * * *%SAT SEP 12 2009 7:30PM",1,30,"TicketFast",2009-09-13,"00:30:00",NA,2009-06-20,2009-06-20,"00:00:00",2009-06-20,2009-07-02,"CST","DALLAS, TEXAS","75210","NULL","T ","N ","Dallas"
"63","John Fogerty: 1969","John Fogerty","NULL","CONCERTS","ROCK/POP","CONCERTS","John Fogerty: 1969","   LIVE NATION PRESENTS          JOHN FOGERTY          WWW.JOHNFOGERTY.COM      CORAL SKY AMPHITHEATRE  SOUTH FLORIDA FAIRGROUNDS  SUN MAY 17 2015 8:00 PM  ",1,20,"eTicket",2015-05-18,"00:00:00",2015-03-04,2015-03-06,2015-04-25,"01:35:20",2015-04-24,2015-04-24,"EST","WEST PALM BEACH, FLORIDA","33411","www.concerts.livenation.com","T ","Y ","Miami"
"64","Cheeseburger Meal Deal","Warped Tour Double Cheeseburger Meal","NULL","MISC","CONCESSION VOUCHERS (UPSELL)","UPSELL","Cheeseburger Meal Deal","     VANS WARPED TOUR       CHEESEBURGER MEAL DEAL   NOT VALID FOR ADMISSION         * * * * * *           PNC BANK ARTS CENTER     SUN JUL 7 2013 11:00AM  ",1,8.5,"TicketFast",2013-07-07,"15:00:00",NA,2012-12-07,2013-07-07,"03:39:52",2013-07-06,2013-07-07,"EST","HOLMDEL, NEW JERSEY","07733","www.concerts.livenation.com","T ","N ","New York"
"65","Vip Club: (vicente fernandez)","Vip Upgrade","NULL","MISC","CONCESSION VOUCHERS (UPSELL)","UPSELL","Vip Club: (vicente fernandez)","VIP UPGRADE%VICENTE FERNANDEZ - VIP P%VIP UPGRADE EVENT%CRICKET WIRELESS AMP*CV%NOT A CONCERT TICKET%FRI JUL 16 2010  7:30PM",2,80,"TicketFast",2010-07-17,"02:30:00",NA,2010-04-23,2010-05-29,"00:00:00",2010-05-29,2010-07-16,"PST","CHULA VISTA, CALIFORNIA","91911","NULL","T ","N ","San Diego"
"66","Pearl Jam","Pearl Jam","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Pearl Jam","     An Evening With              PEARL JAM             $3.00 To Vitalogy         Jacksonville Arena     NO CAMERAS / VIDEO / REC  Wed Apr 13 2016 8:00 PM  ",1,70,"eTicket",2016-04-14,"00:00:00",2015-12-04,2016-01-29,2016-01-29,"17:03:15",2016-01-29,2016-01-29,"EST","JACKSONVILLE, FLORIDA","32202","iphone.ticketmaster.us","T ","Y ","Orlando"
"67","Vip Parking - lakewood amphitheatre: country fair","Aaron's Amphitheatre at Lakewood Parking","NULL","MISC","PARKING","PARKING","Vip Parking - lakewood amphitheatre: country fair","**NOT VALID FOR CONCERT**%**VIP PARKING ONLY**%AT LAKEWOOD AMPHITHEATRE%11TH ANNUAL COUNTRY FAIR%ENTER ON PRYOR ROAD%SAT MAY 17 2008 06:00PM",1,25,"TicketFast",2008-05-17,"22:00:00",NA,2008-01-26,2008-03-29,"00:00:00",2008-03-29,2008-03-29,"EST","ATLANTA, GEORGIA","30315","NULL","T ","N ","Atlanta"
"68","Tabernacle Parking: Paul Stanley","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: Paul Stanley","PARKING PASS-PARKING ONLY%PAUL STANLEY%CENTRAL PARKING%REDEEM UPON EXIT%ENTER AT LUCKIE & CONE%SAT OCT 21 2006  8:00PM",1,9,"Mail",2006-10-22,"00:00:00",NA,2006-09-23,2006-09-23,"00:00:00",2006-09-23,2006-09-27,"EST","ATLANTA, GEORGIA","30303","NULL","T ","N ","Atlanta"
"69","Cricket Pavilion Premier Parking: Journey","Cricket Pavilion Phx. Premier Parking","NULL","MISC","PARKING","PARKING","Cricket Pavilion Premier Parking: Journey","GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%FRI OCT 3 2008 7:30 PM",1,20,"Mail",2008-10-04,"01:30:00",NA,2008-06-09,2008-06-17,"00:00:00",2008-06-16,2008-06-23,"MST","PHOENIX, ARIZONA","85035","NULL","T ","N ","Arizona"
"70","Comcast Center Mansfield Premier Parking: Oddball Comedy Festival","XFINITY Center Mansfield Premier Parking","NULL","MISC","PARKING","PARKING","Comcast Center Mansfield Premier Parking: Oddball Comedy Festival","   THIS TICKET IS VALID        FOR PARKING ONLY         GOOD THIS DAY ONLY       PREMIER PARKING PASS   COMCAST CTR,LOTS @ 2:30PM SUN SEP 08 2013 DRS 5:00PM",1,40,"TicketFast",2013-09-08,"21:00:00",NA,2013-06-21,2013-06-29,"19:54:11",2013-06-29,2013-06-29,"EST","MANSFIELD, MASSACHUSETTS","02048","www.concerts.livenation.com","T ","N ","Boston"
"71","Cowboy Mouth","Cowboy Mouth","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Cowboy Mouth"," HOUSE OF BLUES PRESENTS         COWBOY MOUTH              www.hob.com          HOUSE OF BLUES HOUSTON     1204 CAROLINE STREET   FRI MAY 29 2015  830PM DRS",1,17.75,"eTicket",2015-05-30,"01:30:00",2015-03-04,2015-03-06,2015-05-29,"03:28:02",2015-05-28,2015-05-28,"CST","HOUSTON, TEXAS","77002","www.concerts.livenation.com","T ","Y ","Houston"
"72","Dodge Theatre Adams Street Parking- Chicago / doobie brothers","Dodge Theatre Parking","NULL","MISC","PARKING","PARKING","Dodge Theatre Adams Street Parking- Chicago / doobie brothers","ADAMS STREET GARAGE%GOOD ONLY 6/3/2008%DODGE THEATRE PARKING PASS%ENTER AT 4TH AVE & ADAMS%CHICAGO/DOOBIE BROTHERS%GARAGE OPENS AT 6:00 PM",1,9,"Mail",2008-06-04,"01:30:00",NA,2008-03-19,2008-03-28,"00:00:00",2008-03-28,2008-03-31,"MST","PHOENIX, ARIZONA","85003","NULL","T ","N ","Arizona"
"73","Darien Lake Pac Vip Parking: Lynyrd Skynyrd God & guns tour","Darien Lake Performing Arts Center E-Z Out Parking","NULL","MISC","PARKING","PARKING","Darien Lake Pac Vip Parking: Lynyrd Skynyrd God & guns tour","EVENT TICKET REQUIRED%VIP PARKING PASS%ONE PASS PER CAR%LYNYRD SKYNYRD%DARIEN LAKE PERF ARTS CTR%SAT JUL 03 2010  7:00PM",1,20,"Mail",2010-07-03,"23:00:00",NA,2010-04-10,2010-05-29,"00:00:00",2010-05-29,2010-06-05,"EST","DARIEN CENTER, NEW YORK","14040","NULL","T ","N ","Buffalo"
"74","Vip Parking: Maroon 5","Saratoga Performing Arts Ctr. Premier Parking","NULL","MISC","PARKING","PARKING","Vip Parking: Maroon 5","EVENT TICKET REQUIRED%VIP PARKING PASS%ONE PASS PER PERSON%MAROON 5%SARATOGA PERF ARTS CENTER%FRI JUL 30 2010  7:30PM",1,20,"TicketFast",2010-07-30,"23:30:00",2010-05-11,2010-05-14,2010-06-07,"00:00:00",2010-06-07,2010-06-07,"EST","SARATOGA SPRINGS, NEW YORK","12866","NULL","T ","N ","New York"
"75","Old National Centre Priority Pass: Thirty Seconds To Mars","Fast Lane Access","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","Old National Centre Priority Pass: Thirty Seconds To Mars","   MUST BE ACCOMPANIED        BY AN EVENT TICKET       GOOD THIS DATE ONLY          PRIORITY PASS        OLD NATIONAL CENTRE-INDY  SUN DEC 15 2013 7:30 PM  ",2,20,"TicketFast",2013-12-16,"00:30:00",NA,2013-10-17,2013-10-20,"23:08:29",2013-10-20,2013-12-10,"CST","INDIANAPOLIS, INDIANA","46204","www.concerts.livenation.com","T ","N ","Indiana-Ohio"
"76","Premier Parking: Counting Crows & maroon 5","Verizon Wireless Amph. Charlotte Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Counting Crows & maroon 5","THIS TICKET IS VALID FOR%PREMIER PARKING%COUNTING CROWS/MAROON 5%VERIZON WIRELESS AMPH CHA%HWY 29 TO PAVILION BLVD%MON JUL 28 2008 7:00PM",1,20,"TicketFast",2008-07-28,"23:00:00",NA,2008-04-11,2008-07-28,"00:00:00",2008-07-28,2008-07-28,"EST","CHARLOTTE, NORTH CAROLINA","28262","NULL","T ","N ","Charlotte"
"77","Off Site Shuttle To White River Amph - azteca restaurant lynnwood,wa","Off Site White River Amphitheatre Parking","Kelly Clarkson","MISC","PARKING","PARKING","Off Site Shuttle To White River Amph - azteca restaurant lynnwood,wa","SHUTTLE LOADS @ 5:15PM%AZTECA RESTAURANT SHUTTLE%TO WHITE RIVER AMP%AZTECA * LYNNWOOD LOCATION%18920 ALDERWOOD MALL BLVD%8/6/06 * 5:30 DEPARTURE",2,20,"Mail",2006-08-07,"02:30:00",NA,2006-04-22,2006-04-26,"00:00:00",2006-04-26,2006-04-28,"PST","LYNNWOOD, WASHINGTON","98036","NULL","T ","N ","Seattle"
"78","Verizon Wireless Music Center Indy Vip Parking: Pearl Jam","Klipsch Music Ctr. Ind. Premier Parking","NULL","MISC","PARKING","PARKING","Verizon Wireless Music Center Indy Vip Parking: Pearl Jam","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%VIP PARKING PASS%VERIZON WIRELESS MUSIC CTR%FRI MAY 07 2010  7:30PM",1,25,"TicketFast",2010-05-07,"23:30:00",NA,2010-03-19,2010-03-19,"00:00:00",2010-03-19,2010-05-06,"CST","NOBLESVILLE, INDIANA","46060","NULL","T ","N ","Indiana-Ohio"
"79","Elite Parking : zac brown band","Hollywood Casino Amphitheatre STL Elite Parking","NULL","MISC","PARKING","PARKING","Elite Parking : zac brown band","  ADMIT ONE VEHICLE FOR         ELITE PARKING          FOLLOW PARKING SIGNS    VERIZON WIRELESS AMP STL       ZAC BROWN BAND       WED AUG 01 2012 7:00 PM  ",1,30,"Mail",2012-08-02,"00:00:00",NA,2012-04-14,2012-04-15,"15:08:26",2012-04-15,2012-04-24,"CST","MARYLAND HEIGHTS, MISSOURI","63043","NULL","T ","N ","St. Louis"
"80","Vip Blossom Music Center Parking : rascal flatts","Blossom Music Center Premier Parking","NULL","MISC","PARKING","PARKING","Vip Blossom Music Center Parking : rascal flatts","*** PARKING RECEIPT ***%RASCAL FLATTS%THIS IS NOT A PASS%BLOSSOM MUSIC CENTER%*** RECEIPT ONLY ***%FRI AUG 07 2009  8:00PM",1,15,"Mail",2009-08-08,"00:00:00",NA,2009-04-08,2009-04-21,"00:00:00",2009-04-21,2009-04-22,"CST","CUYAHOGA FALLS, OHIO","44223","NULL","T ","N ","Cleveland"
"81","Dave Matthews Band","Dave Matthews Band","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Dave Matthews Band","A VERY SPECIAL EVENING W/     DAVE MATTHEWS BAND                                 NO CAMERAS OR VIDEOS   SARATOGA PERF ARTS CENTER   SAT JUL 4 2015 7:00 PM  ",4,162,"Mail",2015-07-04,"23:00:00",2015-04-01,2015-02-13,2015-04-26,"17:44:13",2015-04-26,2015-04-29,"EST","SARATOGA SPRINGS, NEW YORK","12866","mobile.livenation.us","T ","Y ","New York"
"82","Rihanna: Anti World Tour 2016","Rihanna","Travis Scott","CONCERTS","ROCK/POP","CONCERTS","Rihanna: Anti World Tour 2016","       LIVE NATION                 RIHANNA                                       ANTI WORLD TOUR 2016       PRUDENTIAL CENTER      SAT APR 02 2016 7:30 PM  ",4,222,"eTicket",2016-04-02,"23:30:00",2015-11-30,2015-12-03,2015-11-30,"15:15:08",2015-11-30,2015-12-01,"EST","NEWARK, NEW JERSEY","07102","www.ticketmaster.com","T ","Y ","New York"
"83","Montalvo On-site Parking: Cowboy Junkies And Son Volt","Villa Montalvo Parking","NULL","MISC","PARKING","PARKING","Montalvo On-site Parking: Cowboy Junkies And Son Volt","TICKET VALID FOR%PARKING ONLY%GOOD ON 7/17/09 ONLY%ON-SITE PARKING%MONTALVO GARDEN THEATRE%FRI JUL 17 2009 7:30 PM",1,25,"TicketFast",2009-07-18,"02:30:00",NA,2009-05-03,2009-05-20,"00:00:00",2009-05-19,2009-07-17,"PST","SARATOGA, CALIFORNIA","95070","NULL","T ","N ","N. California"
"84","Comcast Center Mansfield Premier Parking","XFINITY Center Mansfield Premier Parking","NULL","MISC","PARKING","PARKING","Comcast Center Mansfield Premier Parking","   THIS TICKET IS VALID        FOR PARKING ONLY         GOOD THIS DAY ONLY       PREMIER PARKING PASS   COMCAST CTR,LOTS @ 3:30 PM SUN JUL 21 2013 7:00 PM  ",1,40,"TicketFast",2013-07-21,"23:00:00",NA,2013-04-06,2013-04-06,"14:10:59",2013-04-06,2013-04-06,"EST","MANSFIELD, MASSACHUSETTS","02048","www.concerts.livenation.com","T ","N ","Boston"
"85","Warped Tour Double Cheeseburger Meal","Warped Tour Double Cheeseburger Meal","NULL","MISC","CONCESSION VOUCHERS (UPSELL)","UPSELL","Warped Tour Double Cheeseburger Meal","    THIS IS A VOUCHER               FOR A               CHEESEBURGER MEAL        FOR THE WARPED TOUR       NOT A CONCERT TICKET       GOOD FOR 07/07/12     ",1,8.5,"TicketFast",2012-07-07,"16:30:00",NA,2012-04-06,2012-07-05,"19:06:10",2012-07-05,NA,"CST","TINLEY PARK, ILLINOIS","60477","NULL","F ","N ","Chicago"
"86","Premier Parking: Kenny Chesney","Klipsch Music Ctr. Ind. Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Kenny Chesney","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%KENNY CHESNEY%VERIZON WIRELESS MUSIC CTR%SUN SEP 3 2006 7:00PM",1,20,"Mail",2006-09-03,"23:00:00",NA,2006-06-23,2006-06-23,"00:00:00",2006-06-23,2006-06-26,"CST","NOBLESVILLE, INDIANA","46060","NULL","T ","N ","Indiana-Ohio"
"87","Warner Building Pmi Garage - Premier Parking","Warner Building Pmi Garage - Premier Parking","NULL","MISC","PARKING","PARKING","Warner Building Pmi Garage - Premier Parking","      WARNER THEATRE          EVENT PARKING PASS     VALID 2 HRS PRE/1HR POST   WARNER BLDG PMI GARAGE    12 ST NW BETWEEN E & F   SUN MAR 10 2013 7:30 PM  ",1,14,"Mail",2013-03-10,"23:30:00",NA,2012-12-07,2013-01-27,"04:27:58",2013-01-26,2013-01-30,"EST","WASHINGTON, DISTRICT OF COLUMBIA","20004","www.concerts.livenation.com","T ","N ","Washington DC"
"88","Yellow Claw","Yellow Claw","NULL","CONCERTS","OTHER","CONCERTS","Yellow Claw","MEGA:BLOOD FOR MERCY TOUR      feat YELLOW CLAW           w/More TBA 18+        FILLMORE PHILADELPHIA       1000 FRANKFORD AVE     SAT JAN 30 2016 9:00 PM  ",1,28,"TicketFast",2016-01-31,"02:00:00",NA,2015-11-13,2016-01-29,"00:05:52",2016-01-28,2016-01-30,"EST","PHILADELPHIA, PENNSYLVANIA","19125","mobile.livenation.us","T ","Y ","Delaware Valley"
"89","Beyonce - the formation world tour","Beyoncé","NULL","CONCERTS","R & B","CONCERTS","Beyonce - the formation world tour","   Live Nation Presents            BEYONCE           The Formation World Tour     CENTURYLINK FIELD           RAIN OR SHINE         WED MAY 18 2016 6:00PM  ",2,560,"TicketFast",2016-05-19,"01:00:00",2016-02-15,2016-02-22,2016-02-15,"20:21:52",2016-02-15,NA,"PST","SEATTLE, WASHINGTON","98134","www.ticketmaster.com","F ","Y ","Seattle"
"90","Kevin Hart: What Now Tour","Kevin Hart","NULL","CONCERTS","COMEDY","ARTS","Kevin Hart: What Now Tour","   LIVE NATION PRESENTS           KEVIN HART              WHAT NOW? TOUR               * * * *          VERIZON CENTER - WASH, DC  FRI AUG 7 2015 7PM SHOW  ",1,74.5,"eTicket",2015-08-07,"23:00:00",NA,2015-02-27,2015-08-06,"00:05:19",2015-08-05,2015-08-05,"EST","WASHINGTON, DISTRICT OF COLUMBIA","20004","www.ticketmaster.com","T ","Y ","Washington DC"
"91","Radio 104.5 pres.slightly stoopid - return of the red eye tour w soja","Slightly Stoopid","SOJA","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Radio 104.5 pres.slightly stoopid - return of the red eye tour w soja","   RADIO 104.5 PRESENTS        SLIGHTLY STOOPID         SPECIAL GUEST SOJA    RETURN OF THE REDEYE TOUR FESTIVAL PIER/RAIN ORSHINE SAT AUG 20 2016 6:30 PM  ",2,34,"TicketFast",2016-08-20,"22:30:00",2016-02-23,2016-02-27,2016-02-23,"23:02:40",2016-02-23,NA,"EST","PHILADELPHIA, PENNSYLVANIA","19106","mobile.ticketmaster.us","F ","Y ","Delaware Valley"
"92","Life In Color Philadelphia","Life In Color","NULL","CONCERTS","DANCE MUSIC/DANCE","CONCERTS","Life In Color Philadelphia","    WWW.LIVENATION.COM          LIFE IN COLOR       RAIN OR SHINE/MUST BE 16+       PENN'S LANDING            FESTIVAL PIER        SAT APR 09 2016 6:00 PM  ",1,55,"TicketFast",2016-04-09,"22:00:00",NA,2016-01-27,2016-01-28,"15:13:32",2016-01-28,NA,"EST","PHILADELPHIA, PENNSYLVANIA","19106","www.ticketmaster.com","F ","Y ","Delaware Valley"
"93","Sweet And Tender Hooligans","Sweet and Tender Hooligans","El Conjunto Nueva Ola","CONCERTS","ROCK/POP","CONCERTS","Sweet And Tender Hooligans"," HOUSE OF BLUES PRESENTS  SWEET AND TENDER HOOLIGANS   WWW.HOUSEOFBLUES.COM     HOUSE OF BLUES ANAHEIM  1530 DISNYLND DR/ALL AGES SAT JAN 09 2016 DRS 8:00PM",1,16.5,"eTicket",2016-01-10,"04:00:00",2015-10-08,2015-10-09,2015-10-20,"23:34:42",2015-10-20,2015-10-25,"PST","ANAHEIM, CALIFORNIA","92802","mobile.livenation.us","T ","Y ","Los Angeles"
"94","Premier Parking: Nickelback","Verizon Wireless Amph. Charlotte Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Nickelback","THIS TICKET IS VALID FOR%PREMIER PARKING%NICKELBACK%VERIZON WIRELESS AMPH CHA%HWY 29 TO PAVILION BLVD%SAT AUG 25 2007 7:00PM",1,20,"Mail",2007-08-25,"23:00:00",NA,2007-07-14,2007-07-25,"00:00:00",2007-07-25,2007-07-27,"EST","CHARLOTTE, NORTH CAROLINA","28262","NULL","T ","N ","Charlotte"
"95","Gorge Amphitheatre Premier Parking: The Police","Gorge Amphitheatre Star Parking","The Police","MISC","PARKING","PARKING","Gorge Amphitheatre Premier Parking: The Police","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%* GOOD THIS DAY ONLY *%PREMIER PARKING PASS%GORGE AMPHITHEATRE-GEORGE%SAT JULY 12, 2008 12:00PM",1,25,"Mail",2008-07-13,"02:30:00",2008-02-18,2008-02-23,2008-02-23,"00:00:00",2008-02-23,2008-02-28,"PST","GEORGE, WASHINGTON","98848","NULL","T ","N ","Seattle"
